1000 7 
1,10,20,30,40,50,60,
100,100,100,100,100,100,100,
5,11,18,34,47,62,80,
100,100,100,100,100,100,100,
5,17,23,44,54,64,72,
100,100,100,100,100,100,100,
5,6,9,29,35,52,65,
100,100,100,100,100,100,100,
5,4,13,32,55,69,79,
100,100,100,100,100,100,100,
5,7,16,28,47,57,73,
100,100,100,100,100,100,100,
5,22,36,54,77,84,89,
100,100,100,100,100,100,100,
5,11,18,33,55,65,68,
100,100,100,100,100,100,100,
5,8,12,19,34,54,71,
100,100,100,100,100,100,100,
5,13,16,40,65,83,93,
100,100,100,100,100,100,100,
5,18,39,66,87,91,93,
100,100,100,100,100,100,100,
5,24,33,47,63,81,92,
100,100,100,100,100,100,100,
5,10,17,34,50,69,85,
100,100,100,100,100,100,100,
5,5,5,9,16,22,36,
100,100,100,100,100,100,100,
5,12,36,57,83,86,96,
100,100,100,100,100,100,100,
5,23,45,72,85,92,95,
100,100,100,100,100,100,100,
5,9,29,40,59,65,80,
100,100,100,100,100,100,100,
5,8,4,15,21,38,63,
100,100,100,100,100,100,100,
5,14,23,42,63,81,89,
100,100,100,100,100,100,100,
5,3,8,19,25,37,65,
100,100,100,100,100,100,100,
5,11,18,35,61,75,76,
100,100,100,100,100,100,100,
5,10,16,15,30,47,62,
100,100,100,100,100,100,100,
5,6,13,23,35,56,77,
100,100,100,100,100,100,100,
5,9,28,54,58,77,98,
100,100,100,100,100,100,100,
5,9,16,44,58,77,85,
100,100,100,100,100,100,100,
5,7,18,38,52,74,88,
100,100,100,100,100,100,100,
5,7,11,30,49,68,84,
100,100,100,100,100,100,100,
5,6,14,15,26,61,77,
100,100,100,100,100,100,100,
5,8,10,20,34,61,84,
100,100,100,100,100,100,100,
5,15,17,40,62,79,92,
100,100,100,100,100,100,100,
5,17,34,38,62,78,94,
100,100,100,100,100,100,100,
5,8,17,27,44,69,83,
100,100,100,100,100,100,100,
5,10,24,46,53,75,89,
100,100,100,100,100,100,100,
5,13,29,44,68,88,96,
100,100,100,100,100,100,100,
5,11,21,30,51,71,72,
100,100,100,100,100,100,100,
5,10,23,52,66,73,90,
100,100,100,100,100,100,100,
5,13,29,56,82,93,96,
100,100,100,100,100,100,100,
5,16,32,42,60,74,94,
100,100,100,100,100,100,100,
5,9,25,28,53,71,91,
100,100,100,100,100,100,100,
5,7,6,6,21,30,53,
100,100,100,100,100,100,100,
5,4,12,30,44,64,81,
100,100,100,100,100,100,100,
5,7,12,22,39,63,76,
100,100,100,100,100,100,100,
5,13,20,33,57,68,83,
100,100,100,100,100,100,100,
5,25,38,55,63,81,87,
100,100,100,100,100,100,100,
5,9,15,35,57,78,86,
100,100,100,100,100,100,100,
5,16,29,41,58,71,83,
100,100,100,100,100,100,100,
5,9,16,27,52,70,77,
100,100,100,100,100,100,100,
5,20,35,56,77,85,93,
100,100,100,100,100,100,100,
5,15,22,42,60,78,93,
100,100,100,100,100,100,100,
5,14,36,59,79,87,93,
100,100,100,100,100,100,100,
5,13,31,42,67,81,87,
100,100,100,100,100,100,100,
5,11,20,42,69,86,90,
100,100,100,100,100,100,100,
5,11,22,42,62,83,89,
100,100,100,100,100,100,100,
5,15,24,43,64,73,87,
100,100,100,100,100,100,100,
5,8,15,21,35,54,73,
100,100,100,100,100,100,100,
5,16,36,48,60,83,92,
100,100,100,100,100,100,100,
5,14,17,32,59,76,89,
100,100,100,100,100,100,100,
5,6,13,24,31,46,67,
100,100,100,100,100,100,100,
5,15,24,41,67,84,94,
100,100,100,100,100,100,100,
5,11,13,24,48,61,76,
100,100,100,100,100,100,100,
5,6,18,44,65,83,89,
100,100,100,100,100,100,100,
5,8,18,38,61,83,91,
100,100,100,100,100,100,100,
5,20,44,59,81,85,91,
100,100,100,100,100,100,100,
5,6,6,22,52,72,92,
100,100,100,100,100,100,100,
5,4,4,5,4,11,26,
100,100,100,100,100,100,100,
5,15,19,39,53,69,85,
100,100,100,100,100,100,100,
5,8,15,24,39,66,81,
100,100,100,100,100,100,100,
5,4,3,1,0,0,0,
100,100,100,100,100,100,100,
5,11,20,42,52,66,77,
100,100,100,100,100,100,100,
5,4,2,11,40,53,78,
100,100,100,100,100,100,100,
5,19,31,53,79,92,97,
100,100,100,100,100,100,100,
5,10,20,34,49,61,81,
100,100,100,100,100,100,100,
5,19,29,52,66,77,81,
100,100,100,100,100,100,100,
5,8,10,24,39,55,74,
100,100,100,100,100,100,100,
5,12,9,9,17,27,42,
100,100,100,100,100,100,100,
5,12,26,40,51,67,77,
100,100,100,100,100,100,100,
5,13,29,49,70,90,97,
100,100,100,100,100,100,100,
5,5,15,30,48,71,88,
100,100,100,100,100,100,100,
5,11,28,42,59,78,90,
100,100,100,100,100,100,100,
5,6,16,31,43,58,75,
100,100,100,100,100,100,100,
5,15,23,33,55,69,80,
100,100,100,100,100,100,100,
5,12,21,46,64,72,86,
100,100,100,100,100,100,100,
5,9,22,37,60,80,89,
100,100,100,100,100,100,100,
5,10,18,27,40,68,88,
100,100,100,100,100,100,100,
5,13,31,44,61,84,92,
100,100,100,100,100,100,100,
5,8,28,46,65,88,94,
100,100,100,100,100,100,100,
5,14,26,29,53,71,81,
100,100,100,100,100,100,100,
5,13,17,30,47,65,76,
100,100,100,100,100,100,100,
5,17,35,56,71,88,94,
100,100,100,100,100,100,100,
5,13,38,60,76,80,91,
100,100,100,100,100,100,100,
5,10,21,38,61,81,91,
100,100,100,100,100,100,100,
5,10,21,33,50,62,79,
100,100,100,100,100,100,100,
5,12,28,52,70,90,92,
100,100,100,100,100,100,100,
5,16,30,51,71,76,82,
100,100,100,100,100,100,100,
5,6,15,32,58,78,94,
100,100,100,100,100,100,100,
5,22,43,59,74,91,96,
100,100,100,100,100,100,100,
5,14,30,52,71,87,94,
100,100,100,100,100,100,100,
5,10,17,28,48,63,74,
100,100,100,100,100,100,100,
5,14,27,43,63,77,89,
100,100,100,100,100,100,100,
5,12,24,53,65,83,89,
100,100,100,100,100,100,100,
5,15,25,49,73,79,90,
100,100,100,100,100,100,100,
5,9,10,25,46,65,75,
100,100,100,100,100,100,100,
5,15,35,44,56,79,85,
100,100,100,100,100,100,100,
5,15,13,38,61,79,93,
100,100,100,100,100,100,100,
5,14,23,30,54,84,87,
100,100,100,100,100,100,100,
5,12,25,39,60,78,88,
100,100,100,100,100,100,100,
5,5,6,11,13,26,42,
100,100,100,100,100,100,100,
5,6,11,17,35,46,65,
100,100,100,100,100,100,100,
5,13,22,44,76,83,93,
100,100,100,100,100,100,100,
5,3,12,31,35,57,77,
100,100,100,100,100,100,100,
5,11,29,34,51,77,87,
100,100,100,100,100,100,100,
5,13,23,41,60,83,94,
100,100,100,100,100,100,100,
5,11,24,42,54,76,91,
100,100,100,100,100,100,100,
5,13,25,42,70,87,87,
100,100,100,100,100,100,100,
5,15,35,59,73,87,94,
100,100,100,100,100,100,100,
5,11,18,29,55,60,76,
100,100,100,100,100,100,100,
5,12,22,37,64,81,93,
100,100,100,100,100,100,100,
5,10,13,22,42,66,88,
100,100,100,100,100,100,100,
5,11,17,24,26,53,77,
100,100,100,100,100,100,100,
5,6,9,16,24,49,69,
100,100,100,100,100,100,100,
5,17,30,52,79,92,99,
100,100,100,100,100,100,100,
5,6,8,23,44,68,85,
100,100,100,100,100,100,100,
5,3,3,1,5,9,15,
100,100,100,100,100,100,100,
5,10,24,40,43,61,81,
100,100,100,100,100,100,100,
5,14,34,43,67,85,84,
100,100,100,100,100,100,100,
5,7,15,10,19,35,48,
100,100,100,100,100,100,100,
5,16,29,46,70,82,97,
100,100,100,100,100,100,100,
5,12,32,50,73,74,82,
100,100,100,100,100,100,100,
5,4,13,27,41,70,81,
100,100,100,100,100,100,100,
5,14,28,44,73,88,90,
100,100,100,100,100,100,100,
5,6,15,25,33,54,78,
100,100,100,100,100,100,100,
5,21,45,65,82,99,100,
100,100,100,100,100,100,100,
5,22,41,63,80,93,96,
100,100,100,100,100,100,100,
5,15,26,51,72,85,96,
100,100,100,100,100,100,100,
5,10,15,44,66,79,86,
100,100,100,100,100,100,100,
5,7,14,22,43,61,81,
100,100,100,100,100,100,100,
5,13,30,56,64,80,87,
100,100,100,100,100,100,100,
5,12,23,31,51,64,73,
100,100,100,100,100,100,100,
5,7,8,27,43,62,76,
100,100,100,100,100,100,100,
5,13,29,42,55,76,81,
100,100,100,100,100,100,100,
5,7,4,15,27,36,54,
100,100,100,100,100,100,100,
5,18,29,51,78,85,94,
100,100,100,100,100,100,100,
5,10,13,19,29,49,65,
100,100,100,100,100,100,100,
5,17,11,20,35,56,78,
100,100,100,100,100,100,100,
5,22,33,54,77,92,95,
100,100,100,100,100,100,100,
5,10,19,33,56,74,81,
100,100,100,100,100,100,100,
5,5,5,4,11,19,40,
100,100,100,100,100,100,100,
5,6,16,23,43,55,78,
100,100,100,100,100,100,100,
5,9,14,34,54,75,87,
100,100,100,100,100,100,100,
5,15,24,45,64,79,92,
100,100,100,100,100,100,100,
5,11,18,43,69,75,90,
100,100,100,100,100,100,100,
5,11,25,45,72,92,96,
100,100,100,100,100,100,100,
5,12,16,24,35,43,66,
100,100,100,100,100,100,100,
5,7,14,26,42,57,64,
100,100,100,100,100,100,100,
5,6,20,37,53,69,73,
100,100,100,100,100,100,100,
5,19,23,41,63,78,93,
100,100,100,100,100,100,100,
5,14,35,59,78,83,97,
100,100,100,100,100,100,100,
5,6,6,10,16,28,44,
100,100,100,100,100,100,100,
5,12,27,42,64,82,90,
100,100,100,100,100,100,100,
5,13,23,41,70,85,94,
100,100,100,100,100,100,100,
5,15,20,33,54,64,72,
100,100,100,100,100,100,100,
5,6,3,10,25,49,70,
100,100,100,100,100,100,100,
5,15,30,47,69,88,90,
100,100,100,100,100,100,100,
5,24,49,64,81,91,98,
100,100,100,100,100,100,100,
5,8,14,26,40,51,71,
100,100,100,100,100,100,100,
5,16,37,58,78,82,89,
100,100,100,100,100,100,100,
5,3,1,2,3,1,0,
100,100,100,100,100,100,100,
5,4,9,10,16,31,37,
100,100,100,100,100,100,100,
5,12,24,47,65,82,94,
100,100,100,100,100,100,100,
5,16,36,50,71,83,89,
100,100,100,100,100,100,100,
5,4,9,22,39,63,73,
100,100,100,100,100,100,100,
5,5,11,25,37,57,77,
100,100,100,100,100,100,100,
5,11,15,35,61,80,93,
100,100,100,100,100,100,100,
5,10,21,37,57,73,86,
100,100,100,100,100,100,100,
5,10,15,31,43,68,76,
100,100,100,100,100,100,100,
5,11,23,35,47,66,84,
100,100,100,100,100,100,100,
5,9,22,33,57,74,85,
100,100,100,100,100,100,100,
5,8,12,17,26,43,71,
100,100,100,100,100,100,100,
5,8,23,50,72,89,97,
100,100,100,100,100,100,100,
5,13,17,42,71,86,93,
100,100,100,100,100,100,100,
5,7,14,34,49,64,75,
100,100,100,100,100,100,100,
5,5,14,19,38,52,69,
100,100,100,100,100,100,100,
5,15,34,41,56,74,82,
100,100,100,100,100,100,100,
5,15,40,63,72,81,91,
100,100,100,100,100,100,100,
5,12,17,35,61,80,88,
100,100,100,100,100,100,100,
5,5,8,19,40,61,71,
100,100,100,100,100,100,100,
5,26,40,58,74,82,92,
100,100,100,100,100,100,100,
5,16,35,51,65,83,92,
100,100,100,100,100,100,100,
5,8,12,12,29,49,73,
100,100,100,100,100,100,100,
5,14,15,21,38,54,74,
100,100,100,100,100,100,100,
5,10,18,30,46,59,78,
100,100,100,100,100,100,100,
5,6,14,27,47,65,87,
100,100,100,100,100,100,100,
5,11,13,31,46,72,87,
100,100,100,100,100,100,100,
5,13,14,48,62,77,87,
100,100,100,100,100,100,100,
5,13,24,34,53,58,76,
100,100,100,100,100,100,100,
5,11,16,30,50,69,82,
100,100,100,100,100,100,100,
5,24,53,80,85,93,95,
100,100,100,100,100,100,100,
5,4,8,18,39,60,75,
100,100,100,100,100,100,100,
5,16,41,54,66,82,93,
100,100,100,100,100,100,100,
5,12,23,33,61,75,85,
100,100,100,100,100,100,100,
5,11,19,30,54,75,76,
100,100,100,100,100,100,100,
5,10,23,44,65,81,90,
100,100,100,100,100,100,100,
5,9,26,46,51,71,84,
100,100,100,100,100,100,100,
5,7,6,5,4,9,26,
100,100,100,100,100,100,100,
5,11,18,39,56,75,87,
100,100,100,100,100,100,100,
5,5,5,3,2,8,8,
100,100,100,100,100,100,100,
5,4,15,28,45,67,80,
100,100,100,100,100,100,100,
5,7,14,32,56,66,78,
100,100,100,100,100,100,100,
5,10,20,36,49,63,86,
100,100,100,100,100,100,100,
5,15,27,55,78,88,95,
100,100,100,100,100,100,100,
5,15,24,40,58,76,84,
100,100,100,100,100,100,100,
5,5,12,12,17,27,44,
100,100,100,100,100,100,100,
5,7,15,26,49,62,77,
100,100,100,100,100,100,100,
5,17,24,35,56,82,84,
100,100,100,100,100,100,100,
5,3,5,13,21,38,56,
100,100,100,100,100,100,100,
5,8,14,23,43,63,71,
100,100,100,100,100,100,100,
5,12,26,46,65,78,93,
100,100,100,100,100,100,100,
5,13,23,39,57,75,91,
100,100,100,100,100,100,100,
5,9,13,13,22,25,42,
100,100,100,100,100,100,100,
5,7,14,32,53,64,79,
100,100,100,100,100,100,100,
5,12,17,30,48,65,82,
100,100,100,100,100,100,100,
5,4,5,14,20,35,73,
100,100,100,100,100,100,100,
5,8,13,25,40,73,85,
100,100,100,100,100,100,100,
5,7,12,24,30,57,65,
100,100,100,100,100,100,100,
5,6,11,23,49,77,87,
100,100,100,100,100,100,100,
5,8,12,23,40,57,72,
100,100,100,100,100,100,100,
5,7,19,31,54,75,79,
100,100,100,100,100,100,100,
5,16,35,57,71,87,97,
100,100,100,100,100,100,100,
5,19,23,37,51,77,80,
100,100,100,100,100,100,100,
5,15,24,41,53,69,88,
100,100,100,100,100,100,100,
