1000 7 
1,10,20,30,40,50,60,
100,100,100,100,100,100,100,
5,27,57,83,88,95,95,
100,100,100,100,100,100,100,
5,14,37,65,83,92,96,
100,100,100,100,100,100,100,
5,19,47,78,91,99,100,
100,100,100,100,100,100,100,
5,21,32,65,81,91,96,
100,100,100,100,100,100,100,
5,16,34,60,75,88,99,
100,100,100,100,100,100,100,
5,15,38,74,89,94,100,
100,100,100,100,100,100,100,
5,13,37,63,89,94,99,
100,100,100,100,100,100,100,
5,26,45,72,93,98,100,
100,100,100,100,100,100,100,
5,12,30,55,78,90,96,
100,100,100,100,100,100,100,
5,15,30,57,80,92,96,
100,100,100,100,100,100,100,
5,11,20,58,87,95,98,
100,100,100,100,100,100,100,
5,5,15,43,73,92,100,
100,100,100,100,100,100,100,
5,11,24,58,86,97,98,
100,100,100,100,100,100,100,
5,18,38,69,87,97,100,
100,100,100,100,100,100,100,
5,10,25,52,81,93,98,
100,100,100,100,100,100,100,
5,15,38,63,88,100,100,
100,100,100,100,100,100,100,
5,24,54,89,96,99,100,
100,100,100,100,100,100,100,
5,18,53,87,98,100,100,
100,100,100,100,100,100,100,
5,9,21,45,77,89,97,
100,100,100,100,100,100,100,
5,19,34,55,85,97,100,
100,100,100,100,100,100,100,
5,19,35,71,94,99,100,
100,100,100,100,100,100,100,
5,7,13,29,62,81,94,
100,100,100,100,100,100,100,
5,22,50,74,90,99,99,
100,100,100,100,100,100,100,
5,20,40,69,97,100,100,
100,100,100,100,100,100,100,
5,12,28,59,85,96,99,
100,100,100,100,100,100,100,
5,10,36,68,91,97,99,
100,100,100,100,100,100,100,
5,13,26,44,75,91,99,
100,100,100,100,100,100,100,
5,10,35,51,75,96,100,
100,100,100,100,100,100,100,
5,12,28,65,84,97,98,
100,100,100,100,100,100,100,
5,13,35,59,85,95,98,
100,100,100,100,100,100,100,
5,4,11,41,75,92,98,
100,100,100,100,100,100,100,
5,28,60,82,97,100,98,
100,100,100,100,100,100,100,
5,15,30,60,87,95,100,
100,100,100,100,100,100,100,
5,28,52,79,94,100,100,
100,100,100,100,100,100,100,
5,8,33,67,86,97,99,
100,100,100,100,100,100,100,
5,12,31,58,80,91,98,
100,100,100,100,100,100,100,
5,5,23,56,77,92,97,
100,100,100,100,100,100,100,
5,11,36,57,77,92,96,
100,100,100,100,100,100,100,
5,10,26,58,74,87,96,
100,100,100,100,100,100,100,
5,15,38,62,76,95,100,
100,100,100,100,100,100,100,
5,15,34,57,85,97,100,
100,100,100,100,100,100,100,
5,21,44,63,77,96,99,
100,100,100,100,100,100,100,
5,16,36,70,88,97,100,
100,100,100,100,100,100,100,
5,13,33,63,81,95,98,
100,100,100,100,100,100,100,
5,16,41,73,85,98,100,
100,100,100,100,100,100,100,
5,13,33,56,78,94,97,
100,100,100,100,100,100,100,
5,26,50,81,91,99,100,
100,100,100,100,100,100,100,
5,12,44,72,88,94,99,
100,100,100,100,100,100,100,
5,14,30,56,81,93,97,
100,100,100,100,100,100,100,
5,12,32,50,69,90,95,
100,100,100,100,100,100,100,
5,18,50,74,94,99,100,
100,100,100,100,100,100,100,
5,25,57,84,98,98,100,
100,100,100,100,100,100,100,
5,23,43,65,90,100,100,
100,100,100,100,100,100,100,
5,14,36,66,88,97,99,
100,100,100,100,100,100,100,
5,12,29,56,80,85,95,
100,100,100,100,100,100,100,
5,15,53,82,92,100,100,
100,100,100,100,100,100,100,
5,13,37,65,85,94,100,
100,100,100,100,100,100,100,
5,15,42,66,85,93,97,
100,100,100,100,100,100,100,
5,5,13,44,72,91,99,
100,100,100,100,100,100,100,
5,10,32,61,90,94,100,
100,100,100,100,100,100,100,
5,8,16,52,75,90,97,
100,100,100,100,100,100,100,
5,19,44,78,92,99,100,
100,100,100,100,100,100,100,
5,18,49,71,89,96,97,
100,100,100,100,100,100,100,
5,15,30,63,86,99,100,
100,100,100,100,100,100,100,
5,14,42,67,84,93,98,
100,100,100,100,100,100,100,
5,20,44,67,87,96,100,
100,100,100,100,100,100,100,
5,29,65,87,97,97,100,
100,100,100,100,100,100,100,
5,15,33,65,86,93,98,
100,100,100,100,100,100,100,
5,8,22,51,77,90,98,
100,100,100,100,100,100,100,
5,24,49,75,94,100,100,
100,100,100,100,100,100,100,
5,19,52,84,92,97,99,
100,100,100,100,100,100,100,
5,15,36,63,84,95,100,
100,100,100,100,100,100,100,
5,19,42,76,88,97,100,
100,100,100,100,100,100,100,
5,11,34,69,89,94,99,
100,100,100,100,100,100,100,
5,16,36,54,86,95,100,
100,100,100,100,100,100,100,
5,26,53,76,92,99,100,
100,100,100,100,100,100,100,
5,24,60,85,91,97,99,
100,100,100,100,100,100,100,
5,10,25,68,94,100,100,
100,100,100,100,100,100,100,
5,19,52,75,91,98,100,
100,100,100,100,100,100,100,
5,17,40,65,92,99,100,
100,100,100,100,100,100,100,
5,15,28,57,84,98,100,
100,100,100,100,100,100,100,
5,10,26,47,76,85,96,
100,100,100,100,100,100,100,
5,13,17,36,65,84,95,
100,100,100,100,100,100,100,
5,21,58,86,93,99,100,
100,100,100,100,100,100,100,
5,12,34,52,72,89,98,
100,100,100,100,100,100,100,
5,13,33,68,81,95,98,
100,100,100,100,100,100,100,
5,21,50,85,98,100,100,
100,100,100,100,100,100,100,
5,21,46,72,87,97,99,
100,100,100,100,100,100,100,
5,12,32,59,79,84,94,
100,100,100,100,100,100,100,
5,10,20,45,69,89,97,
100,100,100,100,100,100,100,
5,5,18,39,64,84,94,
100,100,100,100,100,100,100,
5,17,47,72,90,100,100,
100,100,100,100,100,100,100,
5,15,38,75,91,98,99,
100,100,100,100,100,100,100,
5,13,37,74,91,95,100,
100,100,100,100,100,100,100,
5,11,26,53,82,95,98,
100,100,100,100,100,100,100,
5,14,32,66,88,99,100,
100,100,100,100,100,100,100,
5,19,51,67,83,92,100,
100,100,100,100,100,100,100,
5,27,65,90,95,100,100,
100,100,100,100,100,100,100,
5,7,13,30,44,68,89,
100,100,100,100,100,100,100,
5,18,38,65,79,91,96,
100,100,100,100,100,100,100,
5,22,60,82,97,99,100,
100,100,100,100,100,100,100,
5,6,14,33,67,83,92,
100,100,100,100,100,100,100,
5,12,47,82,93,98,99,
100,100,100,100,100,100,100,
5,14,36,73,91,96,100,
100,100,100,100,100,100,100,
5,12,39,65,85,94,100,
100,100,100,100,100,100,100,
5,14,34,58,86,97,100,
100,100,100,100,100,100,100,
5,13,41,57,85,97,100,
100,100,100,100,100,100,100,
5,15,28,49,71,92,96,
100,100,100,100,100,100,100,
5,12,41,66,79,93,100,
100,100,100,100,100,100,100,
5,14,31,70,83,93,97,
100,100,100,100,100,100,100,
5,13,22,52,81,94,98,
100,100,100,100,100,100,100,
5,29,63,89,99,100,100,
100,100,100,100,100,100,100,
5,13,49,84,98,100,100,
100,100,100,100,100,100,100,
5,17,38,76,89,98,99,
100,100,100,100,100,100,100,
5,19,45,80,96,100,100,
100,100,100,100,100,100,100,
5,10,20,35,73,90,96,
100,100,100,100,100,100,100,
5,21,44,75,93,98,100,
100,100,100,100,100,100,100,
5,14,34,65,79,93,99,
100,100,100,100,100,100,100,
5,14,45,76,89,96,100,
100,100,100,100,100,100,100,
5,16,39,73,83,92,100,
100,100,100,100,100,100,100,
5,10,23,54,84,98,100,
100,100,100,100,100,100,100,
5,20,39,71,89,99,98,
100,100,100,100,100,100,100,
5,12,30,53,73,87,92,
100,100,100,100,100,100,100,
5,19,56,79,92,98,100,
100,100,100,100,100,100,100,
5,8,25,52,79,86,96,
100,100,100,100,100,100,100,
5,16,43,69,88,97,100,
100,100,100,100,100,100,100,
5,15,32,62,89,99,99,
100,100,100,100,100,100,100,
5,14,33,65,88,97,100,
100,100,100,100,100,100,100,
5,15,50,82,93,98,100,
100,100,100,100,100,100,100,
5,12,34,66,92,98,99,
100,100,100,100,100,100,100,
5,32,66,81,94,99,100,
100,100,100,100,100,100,100,
5,12,36,62,88,93,99,
100,100,100,100,100,100,100,
5,8,37,65,81,95,96,
100,100,100,100,100,100,100,
5,7,26,59,81,95,98,
100,100,100,100,100,100,100,
5,10,26,52,81,93,99,
100,100,100,100,100,100,100,
5,11,27,59,75,92,98,
100,100,100,100,100,100,100,
5,24,56,81,93,94,100,
100,100,100,100,100,100,100,
5,14,29,56,80,92,97,
100,100,100,100,100,100,100,
5,13,24,47,79,88,94,
100,100,100,100,100,100,100,
5,22,49,67,90,98,100,
100,100,100,100,100,100,100,
5,17,37,71,85,95,98,
100,100,100,100,100,100,100,
5,11,33,56,85,95,96,
100,100,100,100,100,100,100,
5,22,53,80,95,97,100,
100,100,100,100,100,100,100,
5,23,53,76,91,96,98,
100,100,100,100,100,100,100,
5,10,24,53,78,95,99,
100,100,100,100,100,100,100,
5,22,54,81,97,100,99,
100,100,100,100,100,100,100,
5,12,26,57,79,93,99,
100,100,100,100,100,100,100,
5,18,27,58,83,84,91,
100,100,100,100,100,100,100,
5,14,40,71,83,94,96,
100,100,100,100,100,100,100,
5,22,58,79,87,98,100,
100,100,100,100,100,100,100,
5,16,44,74,88,97,100,
100,100,100,100,100,100,100,
5,22,54,76,90,98,99,
100,100,100,100,100,100,100,
5,14,38,64,87,98,99,
100,100,100,100,100,100,100,
5,13,38,77,93,99,100,
100,100,100,100,100,100,100,
5,15,46,73,90,98,98,
100,100,100,100,100,100,100,
5,25,57,79,95,100,100,
100,100,100,100,100,100,100,
5,10,25,50,83,94,99,
100,100,100,100,100,100,100,
5,18,45,70,87,96,100,
100,100,100,100,100,100,100,
5,20,50,72,92,100,100,
100,100,100,100,100,100,100,
5,13,38,67,86,93,97,
100,100,100,100,100,100,100,
5,27,41,75,91,96,100,
100,100,100,100,100,100,100,
5,17,38,51,73,92,98,
100,100,100,100,100,100,100,
5,27,48,73,88,98,100,
100,100,100,100,100,100,100,
5,20,49,73,92,98,100,
100,100,100,100,100,100,100,
5,6,30,56,88,95,100,
100,100,100,100,100,100,100,
5,13,38,72,91,99,98,
100,100,100,100,100,100,100,
5,20,42,75,83,91,100,
100,100,100,100,100,100,100,
5,17,43,81,96,100,100,
100,100,100,100,100,100,100,
5,13,42,74,93,100,99,
100,100,100,100,100,100,100,
5,22,57,81,93,100,100,
100,100,100,100,100,100,100,
5,19,41,64,89,99,100,
100,100,100,100,100,100,100,
5,16,44,79,92,97,98,
100,100,100,100,100,100,100,
5,19,51,77,91,96,98,
100,100,100,100,100,100,100,
5,11,34,57,81,94,98,
100,100,100,100,100,100,100,
5,27,53,78,91,97,100,
100,100,100,100,100,100,100,
5,10,22,51,74,87,95,
100,100,100,100,100,100,100,
5,16,51,80,94,97,99,
100,100,100,100,100,100,100,
5,15,36,60,84,94,98,
100,100,100,100,100,100,100,
5,11,49,76,91,93,100,
100,100,100,100,100,100,100,
5,18,51,81,93,98,99,
100,100,100,100,100,100,100,
5,15,45,76,89,97,100,
100,100,100,100,100,100,100,
5,25,53,81,94,100,100,
100,100,100,100,100,100,100,
5,21,44,81,97,99,100,
100,100,100,100,100,100,100,
5,12,23,44,66,86,96,
100,100,100,100,100,100,100,
5,13,34,61,85,91,99,
100,100,100,100,100,100,100,
5,20,50,75,89,94,100,
100,100,100,100,100,100,100,
5,18,44,74,96,99,100,
100,100,100,100,100,100,100,
5,20,39,63,80,94,98,
100,100,100,100,100,100,100,
5,11,35,53,76,89,95,
100,100,100,100,100,100,100,
5,14,32,64,89,98,100,
100,100,100,100,100,100,100,
5,17,46,72,90,97,98,
100,100,100,100,100,100,100,
5,12,36,71,83,95,98,
100,100,100,100,100,100,100,
5,20,47,70,85,92,99,
100,100,100,100,100,100,100,
5,16,38,60,86,97,98,
100,100,100,100,100,100,100,
5,34,61,87,95,98,98,
100,100,100,100,100,100,100,
5,22,45,72,84,98,99,
100,100,100,100,100,100,100,
5,18,45,67,95,98,100,
100,100,100,100,100,100,100,
5,13,33,64,86,97,100,
100,100,100,100,100,100,100,
5,24,55,85,99,100,100,
100,100,100,100,100,100,100,
5,30,59,86,95,100,100,
100,100,100,100,100,100,100,
5,17,28,60,84,90,97,
100,100,100,100,100,100,100,
5,11,30,52,80,93,97,
100,100,100,100,100,100,100,
5,16,39,58,76,89,95,
100,100,100,100,100,100,100,
5,6,14,32,53,76,89,
100,100,100,100,100,100,100,
5,18,48,72,93,99,100,
100,100,100,100,100,100,100,
5,22,54,74,93,98,100,
100,100,100,100,100,100,100,
5,28,57,78,92,95,100,
100,100,100,100,100,100,100,
5,9,24,42,76,92,97,
100,100,100,100,100,100,100,
5,27,59,83,92,100,99,
100,100,100,100,100,100,100,
5,19,52,86,95,97,100,
100,100,100,100,100,100,100,
5,18,35,76,92,98,100,
100,100,100,100,100,100,100,
5,14,34,65,90,96,98,
100,100,100,100,100,100,100,
5,15,31,55,79,93,100,
100,100,100,100,100,100,100,
5,16,34,67,89,98,100,
100,100,100,100,100,100,100,
5,14,44,66,81,87,97,
100,100,100,100,100,100,100,
5,27,51,65,81,95,99,
100,100,100,100,100,100,100,
5,18,62,81,93,99,100,
100,100,100,100,100,100,100,
5,19,39,74,84,92,96,
100,100,100,100,100,100,100,
5,19,41,74,89,92,98,
100,100,100,100,100,100,100,
5,13,32,55,79,96,98,
100,100,100,100,100,100,100,
5,29,39,72,91,97,100,
100,100,100,100,100,100,100,
5,21,49,65,87,97,100,
100,100,100,100,100,100,100,
5,20,49,82,93,100,99,
100,100,100,100,100,100,100,
5,16,38,60,86,96,100,
100,100,100,100,100,100,100,
5,22,46,67,89,98,100,
100,100,100,100,100,100,100,
5,23,62,77,89,98,99,
100,100,100,100,100,100,100,
5,15,39,78,85,95,98,
100,100,100,100,100,100,100,
5,9,23,43,64,83,96,
100,100,100,100,100,100,100,
5,17,53,77,96,100,100,
100,100,100,100,100,100,100,
